,,,2,3,2,3,,,,,,,
88cbf75c-79f0-42cb-8733-af670f39d6e0,cherish,03-02-2021 23:19,audio,animals,positive,70,,,,,,,
88cbf75c-79f0-42cb-8733-af670f39d6e0,worried,19-11-2020 21:31,audio,animals,negative,12,,,,,,,
88cbf75c-79f0-42cb-8733-af670f39d6e0,want,16-08-2020 09:28,audio,animals,positive,70,,,,,,,
88cbf75c-79f0-42cb-8733-af670f39d6e0,adore,19-07-2020 06:40,audio,animals,positive,72,,,,,,,
88cbf75c-79f0-42cb-8733-af670f39d6e0,dislike,16-11-2020 16:01,audio,animals,negative,10,,,,,,,
88cbf75c-79f0-42cb-8733-af670f39d6e0,love,07-08-2020 16:20,audio,animals,positive,65,,,,,,,
88cbf75c-79f0-42cb-8733-af670f39d6e0,super love,24-10-2020 16:05,audio,animals,positive,75,,,,,,,
88cbf75c-79f0-42cb-8733-af670f39d6e0,indifferent,09-05-2021 10:26,audio,animals,neutral,20,,,,,,,
88cbf75c-79f0-42cb-8733-af670f39d6e0,like,22-09-2020 04:03,audio,animals,positive,50,,,,,,,
88cbf75c-79f0-42cb-8733-af670f39d6e0,scared,19-09-2020 01:28,audio,animals,negative,15,,,,,,,
88cbf75c-79f0-42cb-8733-af670f39d6e0,like,05-11-2020 09:48,audio,animals,positive,50,,,,,,,
88cbf75c-79f0-42cb-8733-af670f39d6e0,scared,10-01-2021 17:44,audio,animals,negative,15,,,,,,,
88cbf75c-79f0-42cb-8733-af670f39d6e0,disgust,08-11-2020 16:45,audio,animals,negative,0,,,,,,,
88cbf75c-79f0-42cb-8733-af670f39d6e0,adore,08-12-2020 19:03,audio,animals,positive,72,,,,,,,
88cbf75c-79f0-42cb-8733-af670f39d6e0,cherish,09-06-2021 13:52,audio,animals,positive,70,,,,,,,
88cbf75c-79f0-42cb-8733-af670f39d6e0,cherish,06-05-2021 16:33,audio,animals,positive,70,,,,,,,
88cbf75c-79f0-42cb-8733-af670f39d6e0,intrigued,14-10-2020 09:09,audio,animals,positive,45,,,,,,,
88cbf75c-79f0-42cb-8733-af670f39d6e0,super love,24-02-2021 13:10,audio,animals,positive,75,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,indifferent,28-05-2021 02:46,photo,animals,neutral,20,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,like,24-07-2020 12:42,photo,animals,positive,50,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,scared,26-03-2021 20:50,photo,animals,negative,15,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,cherish,13-06-2021 08:28,photo,animals,positive,70,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,want,31-12-2020 02:03,photo,animals,positive,70,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,adore,17-04-2021 18:05,photo,animals,positive,72,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,peeking,04-03-2021 20:43,photo,animals,neutral,35,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,want,03-02-2021 08:00,photo,animals,positive,70,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,love,11-11-2020 08:32,photo,animals,positive,65,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,peeking,31-05-2021 10:12,photo,animals,neutral,35,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,dislike,10-01-2021 14:57,photo,animals,negative,10,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,dislike,22-11-2020 13:12,photo,animals,negative,10,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,heart,11-05-2021 00:13,photo,animals,positive,60,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,want,27-05-2021 18:30,photo,animals,positive,70,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,cherish,15-06-2021 14:17,photo,animals,positive,70,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,heart,13-06-2021 01:47,photo,animals,positive,60,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,want,31-01-2021 06:04,photo,animals,positive,70,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,worried,19-08-2020 04:55,photo,animals,negative,12,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,intrigued,13-07-2020 23:17,photo,animals,positive,45,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,heart,27-02-2021 07:04,photo,animals,positive,60,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,indifferent,24-06-2020 18:26,photo,animals,neutral,20,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,scared,26-05-2021 05:05,photo,animals,negative,15,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,heart,04-12-2020 14:35,photo,animals,positive,60,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,love,26-12-2020 08:16,photo,animals,positive,65,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,super love,04-10-2020 05:43,photo,animals,positive,75,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,intrigued,17-09-2020 15:22,photo,animals,positive,45,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,peeking,26-10-2020 14:41,photo,animals,neutral,35,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,love,18-10-2020 11:22,photo,animals,positive,65,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,heart,13-12-2020 21:51,photo,animals,positive,60,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,adore,16-08-2020 04:24,photo,animals,positive,72,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,hate,23-07-2020 03:50,photo,animals,negative,5,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,disgust,21-11-2020 16:42,photo,animals,negative,0,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,intrigued,04-06-2021 22:20,photo,animals,positive,45,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,cherish,22-09-2020 22:05,photo,animals,positive,70,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,dislike,22-04-2021 12:57,photo,animals,negative,10,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,hate,25-08-2020 19:07,photo,animals,negative,5,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,want,29-07-2020 09:57,photo,animals,positive,70,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,scared,30-05-2021 10:36,photo,animals,negative,15,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,like,15-01-2021 15:02,photo,animals,positive,50,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,love,09-12-2020 03:39,photo,animals,positive,65,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,want,25-12-2020 12:50,photo,animals,positive,70,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,scared,27-03-2021 02:21,photo,animals,negative,15,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,worried,12-03-2021 23:14,photo,animals,negative,12,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,cherish,26-03-2021 14:59,photo,animals,positive,70,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,scared,21-10-2020 23:41,photo,animals,negative,15,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,cherish,05-11-2020 10:04,photo,animals,positive,70,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,worried,26-09-2020 19:41,photo,animals,negative,12,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,love,01-03-2021 04:33,photo,animals,positive,65,,,,,,,
1f0ed2b8-8531-416f-b694-a40a63f378a0,cherish,28-02-2021 17:05,photo,animals,positive,70,,,,,,,
c0ea9b69-639e-42fe-8aa5-67f46036a17c,heart,11-01-2021 14:19,photo,animals,positive,60,,,,,,,
c0ea9b69-639e-42fe-8aa5-67f46036a17c,intrigued,09-06-2021 00:21,photo,animals,positive,45,,,,,,,
c0ea9b69-639e-42fe-8aa5-67f46036a17c,love,20-04-2021 14:50,photo,animals,positive,65,,,,,,,
c0ea9b69-639e-42fe-8aa5-67f46036a17c,adore,21-08-2020 10:30,photo,animals,positive,72,,,,,,,
c0ea9b69-639e-42fe-8aa5-67f46036a17c,want,02-10-2020 01:22,photo,animals,positive,70,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,worried,28-04-2021 01:20,audio,animals,negative,12,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,disgust,25-11-2020 01:40,audio,animals,negative,0,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,super love,04-06-2021 17:17,audio,animals,positive,75,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,disgust,26-06-2020 09:34,audio,animals,negative,0,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,cherish,25-05-2021 10:06,audio,animals,positive,70,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,heart,08-06-2021 07:01,audio,animals,positive,60,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,heart,25-12-2020 00:38,audio,animals,positive,60,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,cherish,09-12-2020 04:55,audio,animals,positive,70,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,disgust,03-11-2020 11:55,audio,animals,negative,0,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,indifferent,27-11-2020 12:57,audio,animals,neutral,20,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,scared,01-05-2021 21:53,audio,animals,negative,15,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,intrigued,16-07-2020 11:31,audio,animals,positive,45,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,heart,09-03-2021 16:20,audio,animals,positive,60,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,intrigued,13-12-2020 08:07,audio,animals,positive,45,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,cherish,24-05-2021 17:09,audio,animals,positive,70,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,love,13-08-2020 18:01,audio,animals,positive,65,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,interested,01-01-2021 17:06,audio,animals,positive,30,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,indifferent,05-04-2021 20:27,audio,animals,neutral,20,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,hate,01-08-2020 11:03,audio,animals,negative,5,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,like,18-05-2021 22:25,audio,animals,positive,50,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,worried,26-11-2020 13:04,audio,animals,negative,12,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,hate,20-02-2021 06:13,audio,animals,negative,5,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,cherish,24-02-2021 21:09,audio,animals,positive,70,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,heart,11-06-2021 11:02,audio,animals,positive,60,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,cherish,30-05-2021 06:42,audio,animals,positive,70,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,want,22-04-2021 05:45,audio,animals,positive,70,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,super love,26-12-2020 15:26,audio,animals,positive,75,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,disgust,24-11-2020 21:06,audio,animals,negative,0,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,scared,02-05-2021 01:36,audio,animals,negative,15,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,adore,10-03-2021 12:08,audio,animals,positive,72,,,,,,,
674507f9-c555-4876-89c7-c06b6db561c0,like,13-01-2021 11:17,audio,animals,positive,50,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,adore,16-03-2021 11:23,audio,animals,positive,72,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,want,10-02-2021 09:32,audio,animals,positive,70,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,peeking,13-09-2020 02:13,audio,animals,neutral,35,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,want,26-02-2021 17:09,audio,animals,positive,70,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,intrigued,14-01-2021 09:42,audio,animals,positive,45,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,want,12-12-2020 09:47,audio,animals,positive,70,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,adore,01-02-2021 07:45,audio,animals,positive,72,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,love,08-01-2021 23:07,audio,animals,positive,65,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,heart,20-12-2020 16:25,audio,animals,positive,60,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,heart,09-07-2020 13:04,audio,animals,positive,60,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,indifferent,30-03-2021 09:43,audio,animals,neutral,20,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,worried,29-06-2020 08:55,audio,animals,negative,12,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,disgust,20-05-2021 00:48,audio,animals,negative,0,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,want,17-05-2021 15:09,audio,animals,positive,70,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,scared,15-02-2021 19:10,audio,animals,negative,15,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,indifferent,29-06-2020 08:40,audio,animals,neutral,20,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,indifferent,08-10-2020 07:58,audio,animals,neutral,20,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,want,30-08-2020 17:29,audio,animals,positive,70,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,disgust,03-07-2020 07:07,audio,animals,negative,0,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,cherish,09-05-2021 19:03,audio,animals,positive,70,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,indifferent,06-01-2021 06:34,audio,animals,neutral,20,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,want,03-08-2020 03:18,audio,animals,positive,70,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,love,17-11-2020 18:02,audio,animals,positive,65,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,hate,07-05-2021 17:26,audio,animals,negative,5,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,cherish,19-06-2020 02:11,audio,animals,positive,70,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,dislike,17-06-2021 21:53,audio,animals,negative,10,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,super love,11-06-2021 01:12,audio,animals,positive,75,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,want,24-03-2021 15:45,audio,animals,positive,70,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,hate,14-09-2020 01:49,audio,animals,negative,5,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,super love,07-04-2021 11:54,audio,animals,positive,75,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,worried,24-05-2021 13:13,audio,animals,negative,12,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,intrigued,29-03-2021 01:47,audio,animals,positive,45,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,peeking,25-11-2020 00:03,audio,animals,neutral,35,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,cherish,11-04-2021 19:47,audio,animals,positive,70,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,interested,27-06-2020 09:47,audio,animals,positive,30,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,heart,04-06-2021 04:02,audio,animals,positive,60,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,peeking,01-10-2020 15:27,audio,animals,neutral,35,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,cherish,30-06-2020 04:56,audio,animals,positive,70,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,like,13-04-2021 18:01,audio,animals,positive,50,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,like,28-04-2021 13:43,audio,animals,positive,50,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,cherish,09-10-2020 11:00,audio,animals,positive,70,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,hate,19-12-2020 16:32,audio,animals,negative,5,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,adore,24-01-2021 20:00,audio,animals,positive,72,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,dislike,07-10-2020 03:06,audio,animals,negative,10,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,intrigued,08-05-2021 16:06,audio,animals,positive,45,,,,,,,
7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,love,18-08-2020 07:50,audio,animals,positive,65,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,hate,20-01-2021 23:47,GIF,Animals,negative,5,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,scared,11-10-2020 15:26,GIF,Animals,negative,15,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,super love,26-10-2020 18:11,GIF,Animals,positive,75,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,hate,05-04-2021 21:16,GIF,Animals,negative,5,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,super love,10-10-2020 16:12,GIF,Animals,positive,75,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,heart,17-10-2020 04:06,GIF,Animals,positive,60,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,peeking,16-12-2020 23:18,GIF,Animals,neutral,35,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,interested,18-09-2020 18:15,GIF,Animals,positive,30,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,intrigued,16-04-2021 21:07,GIF,Animals,positive,45,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,hate,17-05-2021 07:53,GIF,Animals,negative,5,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,interested,09-07-2020 07:11,GIF,Animals,positive,30,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,like,15-04-2021 15:17,GIF,Animals,positive,50,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,adore,27-04-2021 01:37,GIF,Animals,positive,72,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,super love,18-12-2020 10:07,GIF,Animals,positive,75,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,love,30-12-2020 13:38,GIF,Animals,positive,65,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,love,15-03-2021 03:13,GIF,Animals,positive,65,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,interested,05-10-2020 10:48,GIF,Animals,positive,30,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,hate,11-10-2020 06:56,GIF,Animals,negative,5,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,worried,06-10-2020 22:12,GIF,Animals,negative,12,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,super love,17-12-2020 00:00,GIF,Animals,positive,75,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,super love,02-05-2021 16:37,GIF,Animals,positive,75,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,like,09-06-2021 12:13,GIF,Animals,positive,50,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,peeking,23-01-2021 15:45,GIF,Animals,neutral,35,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,cherish,24-07-2020 07:28,GIF,Animals,positive,70,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,dislike,19-03-2021 05:46,GIF,Animals,negative,10,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,intrigued,22-01-2021 00:35,GIF,Animals,positive,45,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,adore,27-06-2020 03:35,GIF,Animals,positive,72,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,peeking,31-05-2021 03:33,GIF,Animals,neutral,35,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,scared,08-12-2020 03:35,GIF,Animals,negative,15,,,,,,,
76898916-4024-4c32-909b-dd240879d76a,disgust,04-06-2021 09:11,GIF,Animals,negative,0,,,,,,,
43450a12-1e4c-4a17-a846-9d8768984051,peeking,25-08-2020 18:25,video,animals,neutral,35,,,,,,,
43450a12-1e4c-4a17-a846-9d8768984051,intrigued,07-10-2020 18:48,video,animals,positive,45,,,,,,,
43450a12-1e4c-4a17-a846-9d8768984051,hate,06-09-2020 03:41,video,animals,negative,5,,,,,,,
43450a12-1e4c-4a17-a846-9d8768984051,worried,19-09-2020 05:20,video,animals,negative,12,,,,,,,
43450a12-1e4c-4a17-a846-9d8768984051,scared,11-08-2020 17:10,video,animals,negative,15,,,,,,,
43450a12-1e4c-4a17-a846-9d8768984051,intrigued,01-04-2021 11:36,video,animals,positive,45,,,,,,,
43450a12-1e4c-4a17-a846-9d8768984051,super love,06-05-2021 16:20,video,animals,positive,75,,,,,,,
43450a12-1e4c-4a17-a846-9d8768984051,cherish,09-07-2020 05:46,video,animals,positive,70,,,,,,,
43450a12-1e4c-4a17-a846-9d8768984051,peeking,01-09-2020 10:12,video,animals,neutral,35,,,,,,,
43450a12-1e4c-4a17-a846-9d8768984051,love,19-04-2021 16:25,video,animals,positive,65,,,,,,,
43450a12-1e4c-4a17-a846-9d8768984051,scared,25-06-2020 02:56,video,animals,negative,15,,,,,,,
43450a12-1e4c-4a17-a846-9d8768984051,worried,09-08-2020 19:46,video,animals,negative,12,,,,,,,
43450a12-1e4c-4a17-a846-9d8768984051,intrigued,22-03-2021 06:41,video,animals,positive,45,,,,,,,
43450a12-1e4c-4a17-a846-9d8768984051,cherish,17-01-2021 05:30,video,animals,positive,70,,,,,,,
43450a12-1e4c-4a17-a846-9d8768984051,dislike,13-01-2021 15:17,video,animals,negative,10,,,,,,,
43450a12-1e4c-4a17-a846-9d8768984051,super love,11-03-2021 03:27,video,animals,positive,75,,,,,,,
43450a12-1e4c-4a17-a846-9d8768984051,heart,03-10-2020 16:02,video,animals,positive,60,,,,,,,
43450a12-1e4c-4a17-a846-9d8768984051,scared,05-08-2020 13:09,video,animals,negative,15,,,,,,,
43450a12-1e4c-4a17-a846-9d8768984051,disgust,15-11-2020 09:13,video,animals,negative,0,,,,,,,
43450a12-1e4c-4a17-a846-9d8768984051,intrigued,18-03-2021 10:53,video,animals,positive,45,,,,,,,
43450a12-1e4c-4a17-a846-9d8768984051,intrigued,05-06-2021 03:50,video,animals,positive,45,,,,,,,
43450a12-1e4c-4a17-a846-9d8768984051,dislike,01-08-2020 08:47,video,animals,negative,10,,,,,,,
43450a12-1e4c-4a17-a846-9d8768984051,hate,28-12-2020 01:45,video,animals,negative,5,,,,,,,
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,dislike,15-02-2021 14:09,video,animals,negative,10,,,,,,,
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,dislike,16-08-2020 15:17,video,animals,negative,10,,,,,,,
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,scared,23-09-2020 20:34,video,animals,negative,15,,,,,,,
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,like,27-01-2021 18:55,video,animals,positive,50,,,,,,,
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,like,22-10-2020 06:34,video,animals,positive,50,,,,,,,
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,interested,22-04-2021 15:12,video,animals,positive,30,,,,,,,
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,like,03-12-2020 05:13,video,animals,positive,50,,,,,,,
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,hate,18-12-2020 03:41,video,animals,negative,5,,,,,,,
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,indifferent,21-09-2020 04:38,video,animals,neutral,20,,,,,,,
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,interested,28-12-2020 04:49,video,animals,positive,30,,,,,,,
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,super love,05-07-2020 11:17,video,animals,positive,75,,,,,,,
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,hate,13-08-2020 05:08,video,animals,negative,5,,,,,,,
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,scared,19-03-2021 06:13,video,animals,negative,15,,,,,,,
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,super love,29-11-2020 12:20,video,animals,positive,75,,,,,,,
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,worried,02-06-2021 01:09,video,animals,negative,12,,,,,,,
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,like,05-10-2020 09:47,video,animals,positive,50,,,,,,,
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,indifferent,13-10-2020 06:09,video,animals,neutral,20,,,,,,,
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,cherish,19-06-2020 15:30,video,animals,positive,70,,,,,,,
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,disgust,30-09-2020 14:46,video,animals,negative,0,,,,,,,
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,hate,16-11-2020 01:53,video,animals,negative,5,,,,,,,
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,want,18-08-2020 10:50,video,animals,positive,70,,,,,,,
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,interested,30-01-2021 10:06,video,animals,positive,30,,,,,,,
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,dislike,27-03-2021 08:22,video,animals,negative,10,,,,,,,
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,peeking,17-08-2020 18:32,video,animals,neutral,35,,,,,,,
6ccf94b4-f549-4d17-a1d0-3bf7656bce81,hate,22-09-2020 20:47,video,animals,negative,5,,,,,,,
596a3ffe-1e2a-4999-bf8d-c8f4a8974343,hate,20-01-2021 10:50,video,animals,negative,5,,,,,,,
596a3ffe-1e2a-4999-bf8d-c8f4a8974343,adore,12-08-2020 15:46,video,animals,positive,72,,,,,,,
596a3ffe-1e2a-4999-bf8d-c8f4a8974343,hate,05-10-2020 12:58,video,animals,negative,5,,,,,,,
596a3ffe-1e2a-4999-bf8d-c8f4a8974343,like,05-06-2021 19:48,video,animals,positive,50,,,,,,,
596a3ffe-1e2a-4999-bf8d-c8f4a8974343,dislike,21-11-2020 06:15,video,animals,negative,10,,,,,,,
596a3ffe-1e2a-4999-bf8d-c8f4a8974343,like,30-01-2021 03:43,video,animals,positive,50,,,,,,,
596a3ffe-1e2a-4999-bf8d-c8f4a8974343,interested,18-08-2020 04:04,video,animals,positive,30,,,,,,,
